1,1,1,2,0,6585
1,1,1,2,1,6934
1,1,1,2,2,7056
1,1,1,2,3,7167
1,1,1,2,4,7144
1,1,1,2,5,7017
1,1,1,2,6,8921
1,1,1,2,7,8086
1,1,1,2,8,7642
1,1,1,2,9,7304
1,1,1,2,10,7060
1,1,1,2,11,6849
1,1,1,2,12,6870
1,1,1,2,13,6854
1,1,1,2,14,7009
1,1,1,2,15,6972
1,1,1,2,16,6985
1,1,1,2,17,6987
1,1,1,2,18,7097
1,1,1,2,19,7128
1,1,1,2,20,7047
1,1,1,2,21,6929
1,1,1,2,22,6719
1,1,1,2,23,6484
1,2,0,3,0,6094
1,2,0,3,1,6093
1,2,0,3,2,5813
1,2,0,3,3,5875
1,2,0,3,4,5909
1,2,0,3,5,6124
1,2,0,3,6,6153
1,2,0,3,7,6077
1,2,0,3,8,6317
1,2,0,3,9,6411
1,2,0,3,10,6507
1,2,0,3,11,6496
1,2,0,3,12,6612
1,2,0,3,13,6785
1,2,0,3,14,6629
1,2,0,3,15,6677
1,2,0,3,16,6811
1,2,0,3,17,6959
1,2,0,3,18,6890
1,2,0,3,19,6929
1,2,0,3,20,6937
1,2,0,3,21,6848
1,2,0,3,22,6956
1,2,0,3,23,6830
1,3,0,4,0,7689
1,3,0,4,1,7198
1,3,0,4,2,6597
1,3,0,4,3,6606
1,3,0,4,4,6619
1,3,0,4,5,6642
1,3,0,4,6,6763
1,3,0,4,7,6904
1,3,0,4,8,7439
1,3,0,4,9,7420
1,3,0,4,10,7034
1,3,0,4,11,6804
1,3,0,4,12,6831
1,3,0,4,13,6955
1,3,0,4,14,7084
1,3,0,4,15,6977
1,3,0,4,16,7096
1,3,0,4,17,7167
1,3,0,4,18,7193
1,3,0,4,19,7065
1,3,0,4,20,7206
1,3,0,4,21,7020
1,3,0,4,22,7045
1,3,0,4,23,6944
1,4,0,5,0,5852
1,4,0,5,1,5754
1,4,0,5,2,5917
1,4,0,5,3,5890
1,4,0,5,4,5715
1,4,0,5,5,8213
1,4,0,5,6,7788
1,4,0,5,7,7492
1,4,0,5,8,7578
1,4,0,5,9,7473
1,4,0,5,10,7146
1,4,0,5,11,7035
1,4,0,5,12,7136
1,4,0,5,13,7044
1,4,0,5,14,7064
1,4,0,5,15,7203
1,4,0,5,16,7271
1,4,0,5,17,7368
1,4,0,5,18,7330
1,4,0,5,19,7352
1,4,0,5,20,7276
1,4,0,5,21,7329
1,4,0,5,22,7047
1,4,0,5,23,6878
1,5,0,6,0,9328
1,5,0,6,1,9102
1,5,0,6,2,8875
1,5,0,6,3,8331
1,5,0,6,4,7915
1,5,0,6,5,7498
1,5,0,6,6,7467
1,5,0,6,7,7476
1,5,0,6,8,7282
1,5,0,6,9,7274
1,5,0,6,10,6832
1,5,0,6,11,6805
1,5,0,6,12,6845
1,5,0,6,13,7155
1,5,0,6,14,7019
1,5,0,6,15,7128
1,5,0,6,16,6964
1,5,0,6,17,6890
1,5,0,6,18,6870
1,5,0,6,19,6950
1,5,0,6,20,6853
1,5,0,6,21,6929
1,5,0,6,22,6856
1,5,0,6,23,6679
1,6,1,7,0,6389
1,6,1,7,1,6445
1,6,1,7,2,6160
1,6,1,7,3,6158
1,6,1,7,4,6145
1,6,1,7,5,6145
1,6,1,7,6,6145
1,6,1,7,7,6146
1,6,1,7,8,6080
1,6,1,7,9,6187
1,6,1,7,10,6383
1,6,1,7,11,6478
1,6,1,7,12,6519
1,6,1,7,13,6544
1,6,1,7,14,6686
1,6,1,7,15,6783
1,6,1,7,16,6746
1,6,1,7,17,6767
1,6,1,7,18,6744
1,6,1,7,19,6754
1,6,1,7,20,6849
1,6,1,7,21,6640
1,6,1,7,22,6528
1,6,1,7,23,6725
1,7,2,1,0,6192
1,7,2,1,1,6248
1,7,2,1,2,5987
1,7,2,1,3,5893
1,7,2,1,4,6125
1,7,2,1,5,6321
1,7,2,1,6,6474
1,7,2,1,7,6958
1,7,2,1,8,7089
1,7,2,1,9,6806
1,7,2,1,10,6604
1,7,2,1,11,6589
1,7,2,1,12,6618
1,7,2,1,13,6806
1,7,2,1,14,6769
1,7,2,1,15,6816
1,7,2,1,16,6756
1,7,2,1,17,6832
1,7,2,1,18,6740
1,7,2,1,19,6844
1,7,2,1,20,6898
1,7,2,1,21,6861
1,7,2,1,22,6776
1,7,2,1,23,6779
1,8,0,2,0,6671
1,8,0,2,1,6563
1,8,0,2,2,6828
1,8,0,2,3,6669
1,8,0,2,4,6662
1,8,0,2,5,6619
1,8,0,2,6,6609
1,8,0,2,7,6557
1,8,0,2,8,6713
1,8,0,2,9,6759
1,8,0,2,10,6601
1,8,0,2,11,6684
1,8,0,2,12,6781
1,8,0,2,13,7011
1,8,0,2,14,7021
1,8,0,2,15,6954
1,8,0,2,16,7047
1,8,0,2,17,6984
1,8,0,2,18,6975
1,8,0,2,19,7151
1,8,0,2,20,7199
1,8,0,2,21,7215
1,8,0,2,22,7101
1,8,0,2,23,7035
1,9,0,3,0,7443
1,9,0,3,1,8238
1,9,0,3,2,8153
1,9,0,3,3,8224
1,9,0,3,4,8953
1,9,0,3,5,8622
1,9,0,3,6,8623
1,9,0,3,7,8629
1,9,0,3,8,8748
1,9,0,3,9,8559
1,9,0,3,10,8071
1,9,0,3,11,7805
1,9,0,3,12,7567
1,9,0,3,13,7300
1,9,0,3,14,7605
1,9,0,3,15,7470
1,9,0,3,16,7332
1,9,0,3,17,7389
1,9,0,3,18,7241
1,9,0,3,19,7385
1,9,0,3,20,7639
1,9,0,3,21,7520
1,9,0,3,22,7853
1,9,0,3,23,7432
1,10,0,4,0,6678
1,10,0,4,1,7441
1,10,0,4,2,8781
1,10,0,4,3,8932
1,10,0,4,4,9082
1,10,0,4,5,9233
1,10,0,4,6,9489
1,10,0,4,7,9746
1,10,0,4,8,10002
1,10,0,4,9,9410
1,10,0,4,10,8977
1,10,0,4,11,8511
1,10,0,4,12,7954
1,10,0,4,13,7833
1,10,0,4,14,7782
1,10,0,4,15,7705
1,10,0,4,16,7662
1,10,0,4,17,7422
1,10,0,4,18,7573
1,10,0,4,19,7473
1,10,0,4,20,7910
1,10,0,4,21,8583
1,10,0,4,22,8842
1,10,0,4,23,8890
1,11,0,5,0,10467
1,11,0,5,1,9920
1,11,0,5,2,9156
1,11,0,5,3,9337
1,11,0,5,4,11254
1,11,0,5,5,14859
1,11,0,5,6,14711
1,11,0,5,7,13769
1,11,0,5,8,12096
1,11,0,5,9,10875
1,11,0,5,10,9703
1,11,0,5,11,9021
1,11,0,5,12,8558
1,11,0,5,13,8498
1,11,0,5,14,8355
1,11,0,5,15,8299
1,11,0,5,16,8035
1,11,0,5,17,7695
1,11,0,5,18,7484
1,11,0,5,19,7385
1,11,0,5,20,7314
1,11,0,5,21,7177
1,11,0,5,22,7001
1,11,0,5,23,6711
1,12,0,6,0,5889
1,12,0,6,1,6435
1,12,0,6,2,7301
1,12,0,6,3,7593
1,12,0,6,4,8088
1,12,0,6,5,10767
1,12,0,6,6,10566
1,12,0,6,7,10220
1,12,0,6,8,9737
1,12,0,6,9,8972
1,12,0,6,10,8194
1,12,0,6,11,7845
1,12,0,6,12,7674
1,12,0,6,13,7549
1,12,0,6,14,7302
1,12,0,6,15,7268
1,12,0,6,16,7241
1,12,0,6,17,7106
1,12,0,6,18,7165
1,12,0,6,19,7119
1,12,0,6,20,7102
1,12,0,6,21,7130
1,12,0,6,22,7009
1,12,0,6,23,7082
1,13,1,7,0,6959
1,13,1,7,1,6899
1,13,1,7,2,6897
1,13,1,7,3,6805
1,13,1,7,4,6812
1,13,1,7,5,6855
1,13,1,7,6,6839
1,13,1,7,7,6741
1,13,1,7,8,6522
1,13,1,7,9,6397
1,13,1,7,10,6608
1,13,1,7,11,6635
1,13,1,7,12,6765
1,13,1,7,13,6893
1,13,1,7,14,6947
1,13,1,7,15,6950
1,13,1,7,16,6970
1,13,1,7,17,6938
1,13,1,7,18,6934
1,13,1,7,19,6963
1,13,1,7,20,6978
1,13,1,7,21,6913
1,13,1,7,22,7084
1,13,1,7,23,7324
1,14,2,1,0,8031
1,14,2,1,1,7888
1,14,2,1,2,7567
1,14,2,1,3,7518
1,14,2,1,4,7201
1,14,2,1,5,6800
1,14,2,1,6,6397
1,14,2,1,7,6404
1,14,2,1,8,6694
1,14,2,1,9,6647
1,14,2,1,10,6612
1,14,2,1,11,6772
1,14,2,1,12,6854
1,14,2,1,13,6875
1,14,2,1,14,6820
1,14,2,1,15,6757
1,14,2,1,16,6755
1,14,2,1,17,6730
1,14,2,1,18,6769
1,14,2,1,19,6686
1,14,2,1,20,6662
1,14,2,1,21,6646
1,14,2,1,22,6600
1,14,2,1,23,6855
1,15,0,2,0,6552
1,15,0,2,1,6418
1,15,0,2,2,6405
1,15,0,2,3,6479
1,15,0,2,4,6568
1,15,0,2,5,6411
1,15,0,2,6,6457
1,15,0,2,7,6199
1,15,0,2,8,6165
1,15,0,2,9,6524
1,15,0,2,10,6347
1,15,0,2,11,6415
1,15,0,2,12,6613
1,15,0,2,13,6714
1,15,0,2,14,6610
1,15,0,2,15,6575
1,15,0,2,16,6578
1,15,0,2,17,6677
1,15,0,2,18,6774
1,15,0,2,19,6833
1,15,0,2,20,6910
1,15,0,2,21,7065
1,15,0,2,22,6959
1,15,0,2,23,6832
1,16,0,3,0,7136
1,16,0,3,1,7119
1,16,0,3,2,7296
1,16,0,3,3,7598
1,16,0,3,4,7987
1,16,0,3,5,8436
1,16,0,3,6,7860
1,16,0,3,7,7561
1,16,0,3,8,7307
1,16,0,3,9,7234
1,16,0,3,10,7047
1,16,0,3,11,6915
1,16,0,3,12,6870
1,16,0,3,13,7024
1,16,0,3,14,7111
1,16,0,3,15,6973
1,16,0,3,16,7223
1,16,0,3,17,7297
1,16,0,3,18,7524
1,16,0,3,19,7799
1,16,0,3,20,7679
1,16,0,3,21,7770
1,16,0,3,22,7604
1,16,0,3,23,7294
1,17,0,4,0,7404
1,17,0,4,1,7412
1,17,0,4,2,7419
1,17,0,4,3,7427
1,17,0,4,4,7455
1,17,0,4,5,7502
1,17,0,4,6,7755
1,17,0,4,7,7713
1,17,0,4,8,7635
1,17,0,4,9,7523
1,17,0,4,10,7360
1,17,0,4,11,7097
1,17,0,4,12,6991
1,17,0,4,13,7148
1,17,0,4,14,7075
1,17,0,4,15,6957
1,17,0,4,16,7019
1,17,0,4,17,6972
1,17,0,4,18,7027
1,17,0,4,19,6868
1,17,0,4,20,6894
1,17,0,4,21,6652
1,17,0,4,22,6549
1,17,0,4,23,6396
1,18,0,5,0,7226
1,18,0,5,1,6636
1,18,0,5,2,6856
1,18,0,5,3,7033
1,18,0,5,4,6677
1,18,0,5,5,7004
1,18,0,5,6,6886
1,18,0,5,7,6522
1,18,0,5,8,6531
