4,7,1,7,11,0.0,5208
4,7,1,7,12,0.0,5081
4,7,1,7,13,0.0,4270
4,7,1,7,14,0.0,4206
4,7,1,7,15,0.0,4071
4,7,1,7,16,0.0,3886
4,7,1,7,17,0.0,3666
5,6,1,1,13,2.5,3346
5,6,1,1,14,1.5,3507
5,6,1,1,15,0.5,3520
5,6,1,1,16,0.75,3600
5,6,1,1,17,0.0,3863
5,7,1,2,7,1.25,2973
5,7,1,2,8,3.25,3012
5,7,1,2,9,0.5,3050
5,7,1,2,10,0.25,3143
5,7,1,2,11,0.25,3215
5,7,1,2,12,0.0,3286
5,7,1,2,13,0.0,3162
5,7,1,2,14,0.0,3213
5,7,1,2,15,0.0,3215
5,7,1,2,16,0.0,3216
5,7,1,2,17,0.0,3218
5,7,1,2,18,0.0,3205
5,7,1,2,19,0.0,3191
5,7,1,2,20,0.0,3178
7,8,1,1,8,0.0,3720
7,8,1,1,9,0.0,3663
7,8,1,1,10,0.0,3605
7,8,1,1,11,0.0,3548
7,8,1,1,12,0.0,3451
7,8,1,1,13,0.0,3353
7,8,1,1,14,0.0,3256
7,8,1,1,15,0.0,3124
7,8,1,1,16,0.0,3104
7,8,1,1,17,0.0,3670
7,8,1,1,18,0.0,4040
7,8,1,1,19,0.0,3921
7,8,1,1,20,0.0,3796
7,8,1,1,21,0.0,3667
7,8,1,1,22,0.0,3535
7,30,0,2,7,0.0,4782
7,30,0,2,8,0.0,4189
7,30,0,2,9,0.0,3596
7,30,0,2,10,0.0,3003
7,30,0,2,11,0.0,2410
7,30,0,2,18,0.0,3639
7,30,0,2,19,0.0,3313
8,4,1,7,15,0.0,2750
8,4,1,7,16,0.0,2744
8,4,1,7,17,0.0,2702
8,4,1,7,18,0.0,2743
8,4,1,7,19,0.0,2996
8,4,1,7,20,0.0,3058
8,4,1,7,21,0.0,3171
8,4,1,7,22,0.0,3320
8,4,1,7,23,0.0,3494
8,31,0,6,6,6.75,2775
8,31,0,6,14,0.0,2739
8,31,0,6,15,0.0,2977
8,31,0,6,16,0.0,3028
8,31,0,6,17,0.0,3079
8,31,0,6,18,0.0,3130
8,31,0,6,19,0.0,3181
8,31,0,6,20,0.0,3082
8,31,0,6,21,0.0,2982
