0,2860
1,2836
2,2827
3,2876
4,2865
5,2839
6,2831
7,2874
8,2979
9,3054
10,3127
11,3219
12,3306
13,3430
14,3524
15,3639
16,3788
17,3946
18,4002
19,3947
20,3863
21,3687
22,3505
23,3344
