0,7838
1,7711
2,9484
3,11436
4,16194
5,14428
6,16051
7,10929
8,7214
9,5935
10,5540
11,5941
12,6001
13,6014
14,7849
15,7619
16,7386
17,8113
18,8479
19,9059
20,8948
21,8669
22,8580
23,8901
