11,126.748704,37.524951
12,126.570555,34.737777
13,127.485555,34.898055
31,126.983611,37.348055
33,126.822222,37.656666
34,126.879444,37.675000
35,126.917500,37.680277
36,126.973333,37.713055
37,127.115277,37.662500
38,127.122500,37.652500
53,126.764520,37.432843
56,126.480807,34.858757
61,127.124131,37.435524
62,127.155841,37.589794
63,127.158833,37.582251
64,127.024837,37.393512
65,127.103166,37.396438
66,127.219061,37.529281
67,126.804535,37.451444
68,126.768758,37.592351
69,127.093468,37.408892
74,127.210880,37.591682
84,127.059999,37.327500
85,127.081388,37.410555
91,128.983333,35.255000
92,128.514326,35.256527
97,126.668888,37.570833
98,126.617500,37.554166
99,126.664166,37.565833
101,127.102083,37.365071
102,127.047035,37.298106
103,127.102373,37.266859
104,127.768313,35.590254
105,127.102439,37.222249
106,127.080037,37.143454
107,127.150446,36.995564
108,127.166448,36.826113
109,127.276473,36.253321
110,127.230613,36.768046
111,127.379809,36.625155
112,127.423911,36.534413
113,127.422197,36.439013
114,127.476197,36.268543
115,127.448328,36.361320
116,127.568357,36.309920
117,127.668905,36.278709
118,127.829769,36.270307
119,127.467993,36.318244
120,127.901970,36.223015
121,128.004246,36.198518
122,128.094047,36.130891
123,128.360326,36.113482
124,128.206528,36.422083
125,128.371780,36.072653
126,128.429263,35.978870
127,128.525319,35.884333
129,128.584097,35.911087
130,128.175000,36.140000
131,128.793281,35.874997
132,128.951424,35.925265
133,129.082980,35.840758
134,128.269083,36.237433
135,129.188771,35.809907
136,127.466471,36.981387
137,129.095184,35.502646
138,129.048459,35.376946
139,129.124308,35.556085
140,129.105170,35.278705
142,128.320139,35.283466
143,128.340853,35.294198
144,128.393000,35.291578
145,128.470804,35.272007
146,128.702295,35.283489
147,128.759089,35.267171
148,128.844147,35.217153
149,128.905167,35.227532
150,128.941286,35.222111
151,127.380467,36.415349
152,127.328570,36.364676
153,127.324024,36.289605
154,127.376461,36.280921
155,127.132437,36.124036
156,127.110581,35.989546
157,127.081309,35.923185
158,127.059860,35.877455
159,127.038246,35.825620
160,127.002970,35.778841
161,126.986714,35.738623
162,126.927511,35.663965
163,126.833648,35.578209
164,127.652212,35.976050
165,126.800968,35.431398
166,126.790526,35.283895
167,126.808745,35.252281
168,127.648950,35.842529
169,127.587407,35.712959
170,127.679748,35.666210
171,127.177747,37.284804
172,127.211296,37.259313
173,127.295647,37.236344
174,127.775972,37.839856
175,127.365745,37.239412
176,127.495004,37.251268
177,127.649873,37.253765
178,127.825898,37.313696
179,127.855547,37.675320
180,127.949970,37.399142
181,128.070763,37.449740
182,128.205767,37.497030
183,128.362956,37.561237
184,128.695546,37.682744
185,128.412387,37.587320
186,128.490559,37.635727
187,128.561596,37.648385
188,127.672777,37.006388
189,128.846824,37.746440
190,127.219932,37.516739
191,127.266229,37.446026
192,127.322114,37.355189
193,127.450933,37.087733
194,127.396764,37.278823
195,127.466388,36.981111
196,127.469319,36.870448
197,127.503807,36.769285
198,127.417729,36.647718
199,127.444320,36.710320
200,127.525561,36.104987
201,128.539308,35.934437
202,128.514735,36.048433
203,128.535586,36.091861
204,127.480976,36.196782
205,128.563481,36.200290
206,128.577592,36.288083
207,128.625551,36.476223
208,128.621384,36.588761
209,128.538271,36.669077
210,128.574306,36.771795
211,128.528586,36.849771
212,126.987401,37.325906
213,126.958863,37.326226
214,126.939523,37.329161
215,126.919886,37.321897
216,127.970066,37.501470
217,127.923653,37.424087
218,127.924829,37.324015
219,128.087618,37.234155
221,127.829428,35.485029
222,127.864602,35.424249
223,127.954507,35.292983
224,127.750728,35.530413
225,128.045359,35.185360
227,126.790777,36.002505
228,126.829402,35.945161
229,127.183888,36.898055
230,128.654047,35.909267
231,128.480367,35.797230
232,128.476973,35.764917
233,128.439162,35.670912
234,126.689046,36.095569
235,128.478560,35.540605
236,128.523510,35.451420
237,128.487176,35.397560
238,128.509053,35.323228
239,128.513184,35.279880
240,128.146961,37.133612
241,128.365555,35.752777
242,128.253554,35.697372
243,128.168222,35.714119
244,128.948786,35.157139
245,128.811327,35.198738
246,128.895192,35.164360
247,127.398808,35.427266
248,127.145412,35.361661
249,126.978656,35.284885
250,129.028173,35.323864
251,129.015180,35.308541
252,128.984220,35.255968
253,126.864695,37.355445
254,126.780932,37.358381
255,126.792350,37.344924
256,126.866204,37.340977
257,126.562044,36.595630
258,126.593303,36.498494
259,126.570492,36.331973
260,126.605476,36.168063
261,126.938772,35.208445
262,127.002744,35.230063
263,127.116537,35.261022
264,127.525951,35.503715
265,127.225558,35.227390
266,127.249447,35.126216
267,127.265833,35.065277
268,127.375770,35.015721
269,127.590261,35.482786
270,127.482558,35.000530
271,127.517447,34.983656
272,127.598786,34.969913
273,127.659014,34.959660
274,128.020388,35.701756
275,127.712381,34.981608
276,127.745147,34.975879
277,127.812656,34.999063
278,127.904258,35.038770
279,127.963131,35.054555
280,127.928245,35.677837
281,126.890655,37.281756
282,126.886675,37.244708
283,126.886827,37.121323
284,128.796395,37.917928
285,126.863928,36.994066
286,129.095000,35.502500
287,126.785977,36.934026
288,126.702450,36.895623
289,128.606013,35.259363
290,128.041207,35.088770
291,128.089009,35.113513
292,128.122066,35.158850
293,128.158181,35.174658
294,128.608607,35.293082
295,128.224775,35.189021
296,128.267280,35.228229
298,126.569701,36.809942
299,126.556740,36.708599
500,127.589444,37.247777
501,126.842131,35.831547
502,126.773472,35.726984
503,126.702321,35.598476
504,126.688658,35.510889
505,126.670950,35.437380
506,126.554466,35.303470
507,126.486038,35.096984
508,126.497726,35.008153
509,126.485424,34.863289
510,128.596666,38.071944
511,126.565350,36.241003
512,128.193676,35.088365
513,128.345614,35.006996
514,128.380408,34.968759
515,128.406666,34.894166
516,128.406751,34.894440
517,127.440277,37.517500
518,128.451302,35.953159
519,128.521536,35.831916
520,126.977877,37.032922
521,128.369597,36.919602
522,128.288838,37.021009
523,128.184803,37.074416
524,128.829644,35.965876
525,128.922571,36.030078
526,129.222639,36.067558
527,129.298055,36.046944
528,127.091835,37.217442
529,129.101746,35.288729
530,126.806319,35.507060
531,127.504559,36.527685
532,127.608654,36.481450
533,127.722727,36.453098
534,127.790374,36.459140
535,127.958479,36.444902
536,128.143062,36.371707
537,128.270698,36.061409
538,128.249014,35.915945
539,128.327363,35.838940
