11,649
12,773
13,712
31,590
33,589
34,540
35,416
36,532
37,541
38,541
53,544
56,774
61,572
62,569
63,569
64,590
65,572
66,533
67,544
68,589
69,572
74,569
84,862
85,572
91,941
92,920
97,511
98,511
99,511
101,572
102,862
103,862
104,914
105,550
106,550
107,495
108,617
109,636
110,629
111,611
112,641
113,648
114,643
115,643
116,604
117,604
118,626
119,643
120,605
121,821
122,822
123,825
124,802
125,825
126,825
127,846
129,845
130,822
131,840
132,840
133,842
134,806
135,811
136,600
137,854
138,905
139,900
140,939
142,936
143,920
144,920
145,920
146,904
147,673
148,925
149,941
150,941
151,648
152,863
153,863
154,642
155,644
156,763
157,864
158,864
159,864
160,317
161,317
162,761
163,761
164,701
165,951
166,730
167,783
168,758
169,758
170,914
171,549
172,549
173,549
174,588
175,576
176,533
177,548
178,877
179,558
180,591
181,591
182,583
183,660
184,879
185,660
186,560
187,560
188,619
189,524
190,533
191,546
192,546
193,576
194,533
195,600
196,602
197,623
198,693
199,693
200,647
201,845
202,824
203,824
204,642
205,823
206,823
207,820
208,820
209,815
210,837
211,837
212,862
213,862
214,590
215,545
216,536
217,536
218,873
219,582
221,912
222,916
223,916
224,912
225,934
227,614
228,736
229,617
230,845
231,846
232,828
233,828
234,614
235,919
236,903
237,903
238,903
239,903
240,582
241,828
242,812
243,812
244,904
245,908
246,904
247,315
248,690
249,706
250,905
251,905
252,941
253,545
254,565
255,565
256,545
257,645
258,610
259,657
260,646
261,722
262,706
263,795
264,315
265,768
266,755
267,795
268,795
269,759
270,712
271,712
272,713
273,713
274,311
275,932
276,306
277,933
278,933
279,917
280,946
281,545
282,545
283,515
284,523
285,515
286,854
287,637
288,616
289,904
290,917
291,917
292,917
293,936
294,904
295,936
296,936
298,616
299,694
500,548
501,737
502,736
503,738
504,738
505,739
506,882
507,754
508,699
509,774
510,670
511,646
512,929
513,918
514,918
515,918
516,918
517,533
518,825
519,846
520,551
521,601
522,601
523,621
524,840
525,841
526,830
527,830
528,550
529,939
530,951
531,641
532,641
533,625
534,625
535,834
536,802
537,825
538,810
539,825
540,515
541,551
542,495
543,516
544,734
545,734
546,703
547,699
548,699
549,754
550,754
551,708
552,708
553,708
554,522
555,602
556,713
557,709
558,709
559,768
560,534
561,630
562,630
563,622
564,622
565,818
566,818
567,730
568,730
569,783
570,802
571,616
572,608
573,628
574,632
575,632
576,612
577,612
578,612
579,496
580,566
581,580
582,310
583,310
584,524
585,521
586,768
587,764
588,764
589,764
590,864
591,614
592,635
593,691
594,691
595,612
597,548
598,574
599,644
601,629
602,629
603,633
604,612
605,615
606,615
607,644
608,644
612,629
618,644
621,845
622,845
623,866
624,813
625,927
626,925
627,925
628,922
629,905
641,867
642,867
643,867
644,954
645,923
646,923
647,923
648,923
651,533
652,542
653,542
654,542
655,588
656,558
657,558
658,558
671,550
672,550
673,550
675,550
676,550
677,551
682,515
683,571
684,565
685,565
981,773
982,745
983,778
984,732
985,748
986,748
987,712
