0,2825
1,2807
2,2799
3,2838
4,2836
5,2825
6,2814
7,2850
8,2954
9,3044
10,3132
11,3207
12,3275
13,3384
14,3498
15,3605
16,3747
17,3907
18,3986
19,3954
20,3875
21,3693
22,3496
23,3324
