0,19245
1,20496
2,20085
3,20026
4,20479
5,22031
6,20282
7,20501
8,21892
9,21045
10,20415
11,19575
12,19197
13,19235
14,19567
15,19770
16,19730
17,19769
18,19949
19,19911
20,19980
21,19734
22,19617
23,19183
